build_id,timestamp,hour,day_of_week,repo_size_mb,num_files,test_count,dependencies,cpu_cores,memory_gb,cache_hit_rate,branch_type,build_time_minutes,status,cost_usd
build_04526,2025-10-12T17:35:17.543926,17,6,34977.64,83,109,38,8,16,0.349,feature,1386.61,success,6.4708
build_04527,2025-12-13T11:35:17.543926,11,5,3141.42,99,80,85,8,8,0.781,feature,234.09,success,0.9363
build_04528,2025-10-16T22:35:17.543926,22,3,1276.61,1210,661,31,2,16,0.616,feature,370.57,success,0.8029
build_04529,2025-09-23T08:35:17.543926,8,1,1231.12,1076,616,36,16,4,0.694,release,360.98,success,2.5269
build_04530,2025-08-04T04:35:17.543926,4,0,1103.46,1273,116,29,4,16,0.499,feature,140.43,success,0.4213
build_04531,2025-12-19T13:35:17.543926,13,4,581.2,226,48,43,8,8,0.888,feature,67.36,failed,0.2694
build_04532,2025-09-21T19:35:17.543926,19,6,5648.41,695,329,50,2,8,0.82,feature,537.23,success,0.8058
build_04533,2025-09-13T16:35:17.543926,16,5,31239.41,880,31,46,4,8,0.455,feature,2520.06,failed,5.8801
build_04534,2025-12-18T18:35:17.543926,18,3,388.58,254,13,62,8,8,0.697,release,41.32,success,0.1653
build_04535,2025-12-23T12:35:17.543926,12,1,497.56,155,67,24,8,8,0.857,main,86.28,success,0.3451
build_04536,2025-10-25T08:35:17.543926,8,5,1160.53,275,101,41,2,4,0.742,feature,130.11,success,0.1518
build_04537,2025-12-14T14:35:17.543926,14,6,750.13,197,57,48,4,8,0.646,hotfix,80.29,success,0.1873
build_04538,2025-10-23T00:35:17.543926,0,3,764.55,741,1315,31,2,4,0.834,release,890.45,success,1.0389
build_04539,2025-09-30T19:35:17.543926,19,1,377.03,608,280,35,2,8,0.518,feature,186.43,success,0.2796
build_04540,2025-11-10T23:35:17.543926,23,0,1506.72,291,75,50,2,8,0.507,hotfix,108.8,success,0.1632
build_04541,2026-01-11T01:35:17.543926,1,6,1688.41,1791,154,36,2,16,0.961,feature,203.77,success,0.4415
build_04542,2025-07-30T02:35:17.543926,2,2,258.24,207,72,32,2,16,0.634,feature,61.88,success,0.1341
build_04543,2025-10-07T10:35:17.543926,10,1,556.71,2088,30,50,8,4,0.845,hotfix,106.73,success,0.3913
build_04544,2025-09-10T23:35:17.543926,23,2,353.59,169,32,36,8,8,0.845,release,46.24,success,0.185
build_04545,2025-09-12T06:35:17.543926,6,4,598.99,258,189,26,16,8,0.765,hotfix,62.22,success,0.4562
build_04546,2025-11-05T04:35:17.543926,4,2,12046.54,236,128,52,2,16,0.644,feature,725.49,success,1.5719
build_04547,2025-07-31T21:35:17.543926,21,3,1110.37,573,281,51,2,8,0.551,feature,254.53,success,0.3818
build_04548,2026-01-01T22:35:17.543926,22,3,968.46,341,507,58,4,4,0.761,feature,297.01,success,0.594
build_04549,2025-08-18T01:35:17.543926,1,0,2869.61,502,144,40,16,8,0.886,feature,138.48,success,1.0155
build_04550,2025-10-16T02:35:17.543926,2,3,1725.14,346,336,66,8,32,0.734,main,115.02,success,0.6901
build_04551,2025-08-12T14:35:17.543926,14,1,2306.71,2489,1269,42,2,8,0.906,main,1184.39,success,1.7766
build_04552,2025-09-16T21:35:17.543926,21,1,678.91,601,210,33,4,8,0.58,feature,176.45,success,0.4117
build_04553,2025-09-01T19:35:17.543926,19,0,196.85,971,147,37,2,4,0.828,feature,118.07,success,0.1378
build_04554,2025-12-31T01:35:17.543926,1,2,26934.18,246,94,44,16,8,0.842,feature,810.55,success,5.9441
build_04555,2025-10-28T19:35:17.543926,19,1,156.42,173,231,39,4,16,0.48,feature,111.2,success,0.3336
build_04556,2025-10-26T20:35:17.543926,20,6,4442.22,470,388,42,2,4,0.505,feature,627.47,success,0.732
build_04557,2025-09-05T08:35:17.543926,8,4,822.55,3086,43,51,4,4,0.565,feature,211.6,success,0.4232
build_04558,2025-08-07T11:35:17.543926,11,3,72.99,1246,105,41,2,32,0.795,main,89.74,success,0.3141
build_04559,2025-12-17T13:35:17.543926,13,2,2254.0,79,183,40,4,8,0.863,release,284.77,success,0.6645
build_04560,2026-01-08T21:35:17.543926,21,3,363.67,1171,905,24,2,8,0.54,feature,600.53,success,0.9008
build_04561,2026-01-08T12:35:17.543926,12,3,8324.83,376,445,41,2,8,0.959,main,1115.42,success,1.6731
build_04562,2025-08-07T20:35:17.543926,20,3,882.26,699,22,22,4,16,0.503,feature,65.41,success,0.1962
build_04563,2026-01-10T01:35:17.543926,1,5,2224.84,266,85,60,4,4,0.716,feature,202.07,success,0.4041
build_04564,2025-09-29T19:35:17.543926,19,0,270.37,2441,390,61,2,8,0.736,feature,333.44,success,0.5002
build_04565,2025-12-21T16:35:17.543926,16,6,1733.09,152,667,46,16,4,0.807,feature,384.48,failed,2.6914
build_04566,2025-08-09T02:35:17.543926,2,5,998.83,395,95,55,2,32,0.807,release,125.61,success,0.4396
build_04567,2025-07-25T13:35:17.543926,13,4,3778.57,326,244,52,4,16,0.821,release,370.04,success,1.1101
build_04568,2025-09-06T00:35:17.543926,0,5,161.01,88,28,69,4,4,0.703,feature,43.07,success,0.0861
build_04569,2025-09-19T14:35:17.543926,14,4,3088.55,775,499,50,8,4,0.699,hotfix,453.34,success,1.6622
build_04570,2025-12-27T14:35:17.543926,14,5,724.46,727,137,34,8,16,0.829,main,115.27,success,0.5379
build_04571,2025-11-15T03:35:17.543926,3,5,79.07,59,284,60,8,4,0.834,feature,121.09,success,0.444
build_04572,2025-09-18T12:35:17.543926,12,3,4114.49,526,73,56,8,16,0.704,feature,250.23,success,1.1677
build_04573,2025-09-09T18:35:17.543926,18,1,529.97,184,278,51,2,4,0.857,main,204.09,success,0.2381
build_04574,2025-08-14T03:35:17.543926,3,3,312.12,475,180,49,4,4,0.906,feature,125.14,failed,0.2503
build_04575,2025-07-27T16:35:17.543926,16,6,168.97,559,1190,41,4,16,0.644,feature,554.99,success,1.665
build_04576,2025-08-28T00:35:17.543926,0,3,1072.26,210,27,48,2,4,0.845,feature,95.31,success,0.1112
build_04577,2025-12-15T05:35:17.543926,5,0,637.64,1043,268,48,2,8,0.622,feature,244.5,success,0.3668
build_04578,2025-08-17T15:35:17.543926,15,6,1362.08,470,430,57,16,8,0.693,feature,219.58,success,1.6103
build_04579,2026-01-06T09:35:17.543926,9,1,2346.32,768,21,30,2,8,0.604,main,325.77,success,0.4887
build_04580,2025-11-19T06:35:17.543926,6,2,2412.39,1516,981,49,8,8,0.446,hotfix,434.53,success,1.7381
build_04581,2025-10-30T21:35:17.543926,21,3,190.97,104,288,65,2,16,0.673,feature,142.47,success,0.3087
build_04582,2025-08-28T18:35:17.543926,18,3,202.93,909,250,48,2,16,0.654,feature,188.18,success,0.4077
build_04583,2025-10-06T11:35:17.543926,11,0,100.77,169,113,52,2,4,0.833,feature,105.16,success,0.1227
build_04584,2025-08-14T23:35:17.543926,23,3,345.33,468,43,50,2,8,0.821,feature,60.03,success,0.0901
build_04585,2025-09-14T10:35:17.543926,10,6,268.17,77,1362,62,8,4,0.827,feature,742.27,success,2.7216
build_04586,2025-12-25T02:35:17.543926,2,3,1712.84,317,317,44,2,4,0.881,main,334.17,success,0.3899
build_04587,2025-10-31T04:35:17.543926,4,4,67.25,318,65,55,2,32,0.822,feature,40.59,success,0.1421
build_04588,2026-01-14T16:35:17.543926,16,2,299.03,567,345,67,8,16,0.925,hotfix,99.78,success,0.4657
build_04589,2025-10-18T05:35:17.543926,5,5,4625.19,340,438,35,2,16,0.775,feature,442.89,success,0.9596
build_04590,2025-12-29T03:35:17.543926,3,0,1465.01,917,884,47,8,8,0.536,feature,473.12,success,1.8925
build_04591,2025-12-07T10:35:17.543926,10,6,480.94,85,322,20,2,8,0.89,feature,221.49,success,0.3322
build_04592,2025-07-25T02:35:17.543926,2,4,2294.82,679,94,34,2,8,0.733,release,316.25,success,0.4744
build_04593,2025-09-26T13:35:17.543926,13,4,2715.34,830,440,67,4,16,0.945,feature,349.4,success,1.0482
build_04594,2025-10-03T12:35:17.543926,12,4,994.99,825,10,25,4,32,0.787,release,89.47,success,0.3877
build_04595,2025-11-24T03:35:17.543926,3,0,41.16,234,105,53,4,8,0.798,feature,54.83,success,0.1279
build_04596,2025-10-05T20:35:17.543926,20,6,6942.7,951,94,38,4,8,0.887,main,445.44,success,1.0393
build_04597,2025-09-28T23:35:17.543926,23,6,6892.27,1129,24,33,4,4,0.75,feature,407.95,success,0.8159
build_04598,2025-10-28T00:35:17.543926,0,1,100.5,850,199,38,8,4,0.603,main,164.4,success,0.6028
build_04599,2025-11-17T05:35:17.543926,5,0,2217.58,3603,300,47,8,4,0.928,feature,339.42,success,1.2446
build_04600,2025-10-31T07:35:17.543926,7,4,14452.45,155,99,36,16,16,0.895,hotfix,266.67,success,2.1333
build_04601,2025-10-29T11:35:17.543926,11,2,1037.6,199,20,34,4,32,0.54,feature,50.78,success,0.2201
build_04602,2025-08-19T12:35:17.543926,12,1,889.74,136,13,24,2,8,0.698,feature,98.04,success,0.1471
build_04603,2025-11-10T00:35:17.543926,0,0,172.47,187,45,45,8,32,0.85,feature,13.43,success,0.0806
build_04604,2025-11-24T13:35:17.543926,13,0,399.83,612,1956,56,4,8,0.709,main,1639.42,success,3.8253
build_04605,2025-11-16T12:35:17.543926,12,6,3841.54,22,40,57,2,8,0.881,feature,341.7,success,0.5126
build_04606,2025-12-27T03:35:17.543926,3,5,414.0,1451,29,48,4,4,0.755,main,100.29,success,0.2006
build_04607,2025-08-08T09:35:17.543926,9,4,7899.02,1058,83,42,2,32,0.623,main,647.79,success,2.2673
build_04608,2026-01-04T02:35:17.543926,2,6,192.65,71,400,51,4,16,0.556,feature,156.05,failed,0.4682
build_04609,2025-11-27T17:35:17.543926,17,3,445.09,478,744,32,2,4,0.75,main,653.13,success,0.762
build_04610,2025-10-31T13:35:17.543926,13,4,1706.45,309,63,67,2,32,0.874,main,185.05,success,0.6477
build_04611,2025-10-13T19:35:17.543926,19,0,2334.44,999,1595,40,4,16,0.88,feature,644.78,success,1.9343
build_04612,2025-12-12T05:35:17.543926,5,4,146.44,112,86,46,4,4,0.736,feature,70.78,success,0.1416
build_04613,2026-01-20T01:35:17.543926,1,1,498.49,174,392,47,2,16,0.771,feature,233.47,success,0.5059
build_04614,2025-08-11T19:35:17.543926,19,0,1899.43,516,187,37,4,8,0.357,hotfix,208.9,success,0.4874
build_04615,2025-08-24T14:35:17.543926,14,6,2102.64,150,3047,37,4,4,0.885,main,2394.46,success,4.7889
build_04616,2025-11-07T13:35:17.543926,13,4,3227.61,764,134,61,8,4,0.63,main,433.41,success,1.5892
build_04617,2026-01-13T14:35:17.543926,14,1,1112.6,175,78,26,2,16,0.757,main,176.24,success,0.3818
build_04618,2025-11-27T21:35:17.543926,21,3,989.79,350,159,36,16,16,0.762,feature,56.44,success,0.4515
build_04619,2025-09-24T00:35:17.543926,0,2,9018.44,308,261,49,2,16,0.684,feature,684.27,success,1.4826
build_04620,2026-01-13T19:35:17.543926,19,1,419.42,281,494,48,2,8,0.713,feature,286.7,success,0.43
build_04621,2025-11-02T10:35:17.543926,10,6,1277.87,314,54,39,4,8,0.813,feature,135.73,failed,0.3167
build_04622,2025-12-20T03:35:17.543926,3,5,1613.05,720,9,46,8,8,0.743,feature,90.93,success,0.3637
build_04623,2025-11-12T18:35:17.543926,18,2,3032.16,750,84,44,2,4,0.341,feature,304.39,success,0.3551
build_04624,2025-11-09T10:35:17.543926,10,6,221.63,291,160,46,8,16,0.637,feature,82.3,success,0.3841
build_04625,2025-12-27T10:35:17.543926,10,5,4394.81,113,545,30,4,4,0.49,main,988.33,success,1.9767
build_04626,2025-09-11T23:35:17.543926,23,3,848.97,65,186,43,2,32,0.417,feature,127.48,success,0.4462
build_04627,2026-01-18T20:35:17.543926,20,6,15724.54,229,46,87,4,4,0.669,hotfix,742.78,success,1.4856
build_04628,2025-09-08T01:35:17.543926,1,0,990.81,148,900,47,8,8,0.538,feature,373.71,success,1.4948
build_04629,2026-01-17T19:35:17.543926,19,5,2399.03,380,104,47,16,4,0.724,main,188.04,success,1.3163
build_04630,2026-01-19T11:35:17.543926,11,0,25135.83,1197,62,33,2,8,0.614,feature,2188.79,success,3.2832
build_04631,2025-09-13T04:35:17.543926,4,5,4639.12,99,246,55,8,4,0.68,feature,490.23,success,1.7975
build_04632,2025-10-24T13:35:17.543926,13,4,5853.07,356,27,39,16,8,0.757,feature,279.34,success,2.0485
build_04633,2025-09-15T00:35:17.543926,0,0,1076.61,108,228,41,8,4,0.688,release,246.13,failed,0.9025
build_04634,2025-12-07T11:35:17.543926,11,6,161.77,465,77,39,4,16,0.099,feature,82.55,success,0.2476
build_04635,2025-08-11T21:35:17.543926,21,0,142.79,100,122,38,4,4,0.502,feature,99.69,success,0.1994
build_04636,2025-09-18T07:35:17.543926,7,3,1405.58,668,47,68,2,4,0.771,feature,147.19,success,0.1717
build_04637,2025-11-24T07:35:17.543926,7,0,819.01,244,774,33,4,4,0.867,feature,376.54,success,0.7531
build_04638,2025-12-01T19:35:17.543926,19,0,750.28,78,239,58,2,16,0.601,main,183.79,success,0.3982
build_04639,2025-12-27T18:35:17.543926,18,5,61.27,678,158,25,4,4,0.692,main,137.08,success,0.2742
build_04640,2025-09-30T04:35:17.543926,4,1,794.14,528,78,45,8,8,0.918,feature,67.66,success,0.2706
build_04641,2025-12-16T11:35:17.543926,11,1,190.7,533,184,53,2,8,0.808,feature,177.21,success,0.2658
build_04642,2025-12-05T01:35:17.543926,1,4,435.82,689,138,48,2,4,0.926,main,144.51,success,0.1686
build_04643,2025-10-11T18:35:17.543926,18,5,1913.1,474,740,43,4,32,0.414,feature,329.73,success,1.4288
build_04644,2025-11-05T16:35:17.543926,16,2,2221.72,286,31,43,4,32,0.868,feature,99.71,success,0.4321
build_04645,2025-10-31T16:35:17.543926,16,4,3547.86,136,232,46,2,4,0.563,feature,519.44,success,0.606
build_04646,2025-12-19T12:35:17.543926,12,4,458.93,392,97,52,4,16,0.616,feature,98.26,success,0.2948
build_04647,2025-12-24T20:35:17.543926,20,2,118.9,111,262,41,4,8,0.405,feature,169.14,success,0.3947
build_04648,2025-10-23T11:35:17.543926,11,3,111345.26,287,179,47,2,16,0.408,release,12601.18,success,27.3026
build_04649,2026-01-11T03:35:17.543926,3,6,10820.39,147,116,34,4,8,0.661,release,871.25,success,2.0329
build_04650,2025-07-28T10:35:17.543926,10,0,275.03,217,518,52,2,8,0.8,feature,360.53,success,0.5408
build_04651,2025-09-22T15:35:17.543926,15,0,16581.55,23,318,39,8,16,0.477,feature,978.63,success,4.567
build_04652,2025-12-04T11:35:17.543926,11,3,128.99,852,33,41,8,8,0.477,feature,59.22,success,0.2369
build_04653,2025-08-05T07:35:17.543926,7,1,6183.08,315,94,64,8,4,0.967,feature,355.49,success,1.3035
build_04654,2025-07-31T13:35:17.543926,13,3,700.81,149,235,63,16,4,0.904,feature,141.9,success,0.9933
build_04655,2025-09-05T07:35:17.543926,7,4,432.27,555,40,31,2,4,0.67,feature,77.6,success,0.0905
build_04656,2025-10-09T10:35:17.543926,10,3,1549.28,125,5,50,4,8,0.566,feature,126.55,failed,0.2953
build_04657,2025-10-24T15:35:17.543926,15,4,474.03,524,136,45,16,8,0.633,feature,82.04,success,0.6016
build_04658,2025-12-23T12:35:17.543926,12,1,16868.53,297,89,48,2,4,0.627,feature,1435.39,success,1.6746
build_04659,2025-11-06T07:35:17.543926,7,3,1912.2,8906,677,41,4,4,0.786,feature,807.31,success,1.6146
build_04660,2025-12-20T11:35:17.543926,11,5,216.19,1631,128,32,8,4,0.785,feature,122.42,success,0.4489
build_04661,2025-11-08T18:35:17.543926,18,5,580.27,175,31,49,4,8,0.895,feature,48.18,success,0.1124
build_04662,2026-01-18T11:35:17.543926,11,6,1000.74,1077,156,41,4,8,0.697,feature,219.0,success,0.511
build_04663,2025-10-07T14:35:17.543926,14,1,431.24,85,276,46,2,32,0.793,feature,181.43,success,0.635
build_04664,2025-09-19T08:35:17.543926,8,4,1210.08,902,59,57,4,4,0.784,feature,128.21,success,0.2564
build_04665,2026-01-01T18:35:17.543926,18,3,176.25,1531,723,37,2,16,0.805,release,445.21,success,0.9646
build_04666,2025-11-06T20:35:17.543926,20,3,707.53,1998,283,44,2,4,0.546,hotfix,243.59,success,0.2842
build_04667,2025-09-22T01:35:17.543926,1,0,871.57,4321,317,61,2,32,0.818,feature,237.96,success,0.8329
build_04668,2025-11-12T22:35:17.543926,22,2,173.23,195,13,36,2,32,0.621,feature,19.28,success,0.0675
build_04669,2025-08-08T21:35:17.543926,21,4,205.13,750,26,47,8,4,0.866,main,51.63,success,0.1893
build_04670,2025-09-27T18:35:17.543926,18,5,4699.7,2215,1044,49,2,4,0.773,feature,919.97,success,1.0733
build_04671,2025-11-08T19:35:17.543926,19,5,1580.87,565,68,48,2,8,0.627,feature,177.41,success,0.2661
build_04672,2025-12-08T03:35:17.543926,3,0,964.25,1246,123,46,2,16,0.792,hotfix,117.89,success,0.2554
build_04673,2025-07-25T20:35:17.543926,20,4,9814.27,199,52,39,16,16,0.508,main,281.84,success,2.2547
build_04674,2025-08-12T23:35:17.543926,23,1,678.24,182,162,45,8,8,0.837,hotfix,78.51,success,0.314
build_04675,2025-08-09T09:35:17.543926,9,5,16073.82,119,182,31,2,4,0.285,feature,2196.6,success,2.5627
build_04676,2026-01-06T14:35:17.543926,14,1,422.26,341,32,40,2,4,0.593,release,132.77,success,0.1549
build_04677,2025-08-28T02:35:17.543926,2,3,1682.75,357,78,45,8,4,0.718,release,180.12,success,0.6604
build_04678,2025-09-20T15:35:17.543926,15,5,1733.68,352,387,68,2,4,0.957,main,458.65,failed,0.5351
build_04679,2025-08-25T10:35:17.543926,10,0,4300.78,296,272,43,4,8,0.684,release,667.63,success,1.5578
build_04680,2025-11-24T07:35:17.543926,7,0,2311.98,3172,372,43,8,4,0.576,main,480.4,success,1.7615
build_04681,2025-07-26T03:35:17.543926,3,5,3515.38,251,54,42,2,16,0.793,release,272.71,success,0.5909
build_04682,2026-01-20T10:35:17.543926,10,1,1267.08,525,33,45,4,8,0.68,feature,149.28,success,0.3483
build_04683,2025-10-06T11:35:17.543926,11,0,402.32,339,60,50,4,16,0.83,release,89.45,success,0.2684
build_04684,2025-09-04T10:35:17.543926,10,3,2982.35,381,453,30,8,8,0.951,feature,309.08,success,1.2363
build_04685,2026-01-07T17:35:17.543926,17,2,133.73,399,574,50,4,8,0.502,hotfix,318.64,success,0.7435
build_04686,2025-09-12T22:35:17.543926,22,4,362.6,234,19,45,2,32,0.878,feature,34.17,success,0.1196
build_04687,2025-10-24T17:35:17.543926,17,4,1287.64,631,200,38,2,8,0.496,release,373.25,success,0.5599
build_04688,2025-10-01T00:35:17.543926,0,2,1103.24,79,167,69,4,4,0.822,main,162.67,success,0.3253
build_04689,2025-11-19T14:35:17.543926,14,2,3049.92,183,1083,44,2,32,0.645,feature,805.73,success,2.8201
build_04690,2025-11-24T13:35:17.543926,13,0,613.9,548,135,46,2,4,0.629,main,228.05,success,0.2661
build_04691,2026-01-17T07:35:17.543926,7,5,991.99,186,15,41,16,4,0.662,feature,60.95,success,0.4266
build_04692,2025-09-30T19:35:17.543926,19,1,590.74,179,399,40,2,4,0.276,release,472.21,success,0.5509
build_04693,2025-11-21T17:35:17.543926,17,4,226.69,767,269,50,4,4,0.599,release,278.33,success,0.5567
build_04694,2025-10-06T01:35:17.543926,1,0,113.36,484,97,38,4,8,0.854,main,72.58,success,0.1694
build_04695,2025-11-29T02:35:17.543926,2,5,422.2,311,96,41,16,8,0.823,release,59.24,success,0.4344
build_04696,2025-09-30T17:35:17.543926,17,1,1987.97,774,173,29,2,8,0.847,feature,320.92,success,0.4814
build_04697,2025-07-27T17:35:17.543926,17,6,343.16,91,15,28,4,4,0.769,feature,40.98,success,0.082
build_04698,2026-01-05T01:35:17.543926,1,0,208.35,597,11,57,2,8,0.97,feature,42.21,success,0.0633
build_04699,2025-07-25T21:35:17.543926,21,4,1370.37,66,1863,67,8,16,0.806,feature,516.12,success,2.4086
build_04700,2025-12-10T16:35:17.543926,16,2,982.58,182,129,35,2,8,0.39,hotfix,150.13,success,0.2252
build_04701,2025-09-24T02:35:17.543926,2,2,858.96,162,20,48,4,8,0.831,hotfix,50.84,success,0.1186
build_04702,2025-11-21T01:35:17.543926,1,4,1042.12,568,146,75,2,4,0.394,feature,214.0,failed,0.2497
build_04703,2025-09-05T17:35:17.543926,17,4,649.0,725,568,43,8,4,0.423,hotfix,320.78,success,1.1762
build_04704,2025-09-06T08:35:17.543926,8,5,1307.83,2932,235,42,2,4,0.466,feature,340.26,failed,0.397
build_04705,2025-10-30T13:35:17.543926,13,3,446.15,72,186,25,4,16,0.604,feature,108.82,success,0.3265
build_04706,2025-08-31T12:35:17.543926,12,6,274.65,883,203,35,4,4,0.609,hotfix,123.78,success,0.2476
build_04707,2025-08-17T02:35:17.543926,2,6,669.17,1649,29,32,2,8,0.552,feature,117.13,success,0.1757
build_04708,2025-09-11T19:35:17.543926,19,3,297.72,481,248,45,2,4,0.75,feature,168.99,success,0.1972
build_04709,2025-12-15T18:35:17.543926,18,0,200.56,1410,127,50,8,8,0.732,feature,100.41,success,0.4016
build_04710,2026-01-12T15:35:17.543926,15,0,1908.57,3783,500,34,8,8,0.928,feature,383.44,success,1.5338
build_04711,2025-10-26T18:35:17.543926,18,6,7653.85,315,32,35,4,8,0.454,hotfix,324.4,success,0.7569
build_04712,2025-11-29T08:35:17.543926,8,5,4902.13,59,155,45,2,8,0.743,release,511.7,success,0.7675
build_04713,2025-08-02T11:35:17.543926,11,5,1870.85,1079,974,29,2,8,0.56,main,932.15,success,1.3982
build_04714,2025-10-01T04:35:17.543926,4,2,341.81,137,28,43,2,8,0.885,feature,44.1,success,0.0662
build_04715,2026-01-02T18:35:17.543926,18,4,3227.39,419,96,79,2,4,0.714,feature,231.79,success,0.2704
build_04716,2025-12-15T02:35:17.543926,2,0,3134.34,3417,1029,25,2,4,0.737,main,1008.33,success,1.1764
build_04717,2025-12-13T11:35:17.543926,11,5,2062.43,107,366,51,4,4,0.657,hotfix,309.58,failed,0.6192
build_04718,2025-09-18T04:35:17.543926,4,3,66.45,537,372,51,4,32,0.518,feature,113.84,success,0.4933
build_04719,2025-07-31T10:35:17.543926,10,3,1278.97,422,101,33,2,8,0.532,release,247.99,success,0.372
build_04720,2025-10-12T18:35:17.543926,18,6,522.48,401,20,53,4,4,0.89,feature,54.51,success,0.109
build_04721,2026-01-15T10:35:17.543926,10,3,1875.4,490,154,36,16,4,0.518,feature,227.68,failed,1.5937
build_04722,2025-09-11T07:35:17.543926,7,3,276.44,493,152,34,2,8,0.616,feature,113.28,success,0.1699
build_04723,2025-09-25T06:35:17.543926,6,3,65.66,286,45,36,16,32,0.47,main,11.1,success,0.1036
build_04724,2025-12-10T19:35:17.543926,19,2,212.0,1773,241,48,2,16,0.794,feature,131.84,success,0.2856
build_04725,2025-11-07T12:35:17.543926,12,4,1409.39,229,64,57,4,8,0.711,feature,189.58,success,0.4424
build_04726,2025-09-24T00:35:17.543926,0,2,358.01,964,89,39,2,4,0.435,feature,128.99,success,0.1505
build_04727,2025-11-02T04:35:17.543926,4,6,5442.91,249,216,28,4,8,0.772,feature,343.5,success,0.8015
build_04728,2025-10-12T21:35:17.543926,21,6,4173.03,214,26,45,16,16,0.856,main,91.31,success,0.7305
build_04729,2025-09-28T15:35:17.543926,15,6,103.32,305,462,37,2,8,0.881,feature,306.09,success,0.4591
build_04730,2025-08-07T08:35:17.543926,8,3,49469.16,3204,308,55,2,4,0.831,hotfix,2609.48,failed,3.0444
build_04731,2025-10-23T11:35:17.543926,11,3,130.85,332,183,50,4,4,0.755,hotfix,103.78,success,0.2076
build_04732,2025-11-03T00:35:17.543926,0,0,2209.25,254,32,61,4,32,0.897,hotfix,70.76,success,0.3066
build_04733,2025-11-28T00:35:17.543926,0,4,259.37,213,262,58,2,4,0.872,feature,156.01,success,0.182
build_04734,2026-01-19T00:35:17.543926,0,0,10014.2,154,76,50,8,8,0.615,feature,594.59,success,2.3784
build_04735,2025-12-26T13:35:17.543926,13,4,2860.6,1085,2356,53,4,8,0.63,feature,1500.87,success,3.502
build_04736,2026-01-11T04:35:17.543926,4,6,3541.26,134,62,46,16,4,0.949,main,190.09,failed,1.3306
build_04737,2025-08-15T01:35:17.543926,1,4,1337.45,646,73,47,8,8,0.825,feature,104.33,success,0.4173
build_04738,2025-10-27T16:35:17.543926,16,0,546.28,534,141,46,16,16,0.887,main,63.59,success,0.5087
build_04739,2025-08-15T21:35:17.543926,21,4,7810.75,469,135,43,2,8,0.71,hotfix,412.09,success,0.6181
build_04740,2025-08-25T22:35:17.543926,22,0,929.89,1436,2831,27,4,4,0.936,feature,1376.78,success,2.7536
build_04741,2025-08-04T02:35:17.543926,2,0,271.65,412,43,58,2,8,0.548,feature,66.28,success,0.0994
build_04742,2025-08-21T17:35:17.543926,17,3,861.48,88,18,33,4,4,0.702,feature,89.29,success,0.1786
build_04743,2025-09-08T08:35:17.543926,8,0,3902.64,303,68,62,2,16,0.594,feature,245.88,success,0.5327
build_04744,2025-08-08T04:35:17.543926,4,4,695.51,312,40,64,4,8,0.726,feature,81.87,success,0.191
build_04745,2025-12-30T18:35:17.543926,18,1,102.34,1089,88,45,2,32,0.875,main,73.04,success,0.2556
build_04746,2025-12-13T17:35:17.543926,17,5,29.79,213,95,28,4,16,0.772,main,52.76,success,0.1583
build_04747,2026-01-12T19:35:17.543926,19,0,879.11,138,426,39,4,4,0.812,main,315.63,success,0.6313
build_04748,2025-08-23T05:35:17.543926,5,5,588.33,292,849,38,2,32,0.711,feature,360.39,success,1.2614
build_04749,2025-09-11T14:35:17.543926,14,3,1503.0,533,139,59,4,4,0.793,feature,193.58,success,0.3872
build_04750,2025-08-18T01:35:17.543926,1,0,320.37,308,171,40,16,8,0.647,feature,69.85,success,0.5122
build_04751,2025-12-02T21:35:17.543926,21,1,872.65,34,420,37,2,8,0.567,feature,330.98,success,0.4965
build_04752,2025-12-26T05:35:17.543926,5,4,2496.89,644,84,45,2,4,0.969,hotfix,168.68,success,0.1968
build_04753,2025-12-03T14:35:17.543926,14,2,421.44,801,106,46,4,4,0.519,release,210.39,success,0.4208
build_04754,2025-12-21T14:35:17.543926,14,6,6524.81,2260,2224,34,2,4,0.338,main,3511.55,success,4.0968
build_04755,2025-11-18T19:35:17.543926,19,1,1719.47,1939,23,45,2,4,0.735,feature,201.41,success,0.235
build_04756,2025-11-13T04:35:17.543926,4,3,2851.7,113,223,40,4,16,0.502,main,291.62,success,0.8749
build_04757,2026-01-13T03:35:17.543926,3,1,451.61,445,134,51,2,8,0.967,release,106.21,success,0.1593
build_04758,2025-08-27T13:35:17.543926,13,2,377.78,343,448,44,2,4,0.8,release,397.4,success,0.4636
build_04759,2026-01-18T01:35:17.543926,1,6,3086.49,90,133,59,4,8,0.684,feature,238.89,success,0.5574
build_04760,2025-10-21T07:35:17.543926,7,1,1578.98,225,71,44,2,4,0.68,feature,138.58,success,0.1617
build_04761,2026-01-19T22:35:17.543926,22,0,360.47,317,126,54,4,32,0.729,feature,52.05,success,0.2256
build_04762,2026-01-12T08:35:17.543926,8,0,6225.83,106,31,29,8,16,0.894,feature,209.87,success,0.9794
build_04763,2026-01-15T11:35:17.543926,11,3,635.66,1717,252,32,4,32,0.734,release,189.6,success,0.8216
build_04764,2025-09-02T01:35:17.543926,1,1,2432.18,181,458,53,2,4,0.575,feature,503.19,success,0.5871
build_04765,2025-10-04T00:35:17.543926,0,5,145.36,146,25,29,2,8,0.649,hotfix,27.94,success,0.0419
build_04766,2025-12-26T06:35:17.543926,6,4,14560.96,509,336,40,8,4,0.885,main,1201.71,success,4.4063
